indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
3749,dolor codo ambos as,L10,L10,DOLOR DE CODO                                               ,0.7065788507461548,H01,DOLOR EN LA OREJA                                           ,0.5959476232528687,,
3753,dolor costado derecho,L18,L15,DOLOR DE RODILLA                                            ,0.6825215220451355,K01,dolor atribuido al corazon,0.6751483082771301,,
3754,dolor mano ambos as,L12,L12,DOLOR DE MANO                                               ,0.7177531123161316,L12,DOLOR DEDOS DE MANO                                         ,0.6930933594703674,,
3755,dolor flanco derecho,L05,L05,DOLOR FLANCO                                                ,0.7928293943405151,X20,dolor en el pezon,0.6728693842887878,,
3757,colico renal izquierdo,U14,U14,COLICO RENAL                                                ,0.8480052947998047,U14,COLICO NEFRITICO                                            ,0.6616413593292236,,
3758,colico nefritico derecho,U14,U14,colico nefritico,0.867649495601654,U14,COLICO NEFRITICO                                            ,0.8676493763923645,,
3759,colico renal derecho,U14,U14,COLICO RENAL                                                ,0.8108574748039246,U14,COLICO NEFRITICO                                            ,0.6085965633392334,,
3761,dolor costal colico renal,A11,U14,COLICO RENAL                                                ,0.6041349172592163,U14,DOLOR LUMBAR DE ORIGEN RENAL                                ,0.588573694229126,,
3762,dolor abdominal colico renal derecho,U14,U14,COLICO RENAL                                                ,0.6398316025733948,D01,DOLOR ABDOMINAL COLICO                                      ,0.5359891057014465,,
3763,sintoma signo renal derecho,U14,U14,SINTOMA, SIGNO RENAL                                        ,0.8270208835601807,U29,SINTOMA, SIGNO DEL APARATO URINARIO                         ,0.736154317855835
3764,sintoma signo renal ambos as,U14,U14,SINTOMA, SIGNO RENAL                                        ,0.8447040319442749,U29,SINTOMA, SIGNO DEL APARATO URINARIO                         ,0.7310572266578674
3765,coxartrosis derecho protesis 2019,L89,L89,COXARTROSIS                                                 ,0.6411539912223816,L91,ARTROSIS DE CODO                                            ,0.4635748267173767,,
3766,cancer vejiga urinaria,U76,U76,CANCER DE VEJIGA URINARIA                                   ,0.9070128798484802,U76,NEOPLASIA DE VEJIGA URINARIA                                ,0.7239810228347778,,
3767,miedo padecer enfermedad aparato urinario,U27,U27,MIEDO DE PADECER ENFERMEDAD DE APARATO URINARIO             ,0.9140344858169556,U28,DISCAPACIDAD POR ENFERMEDAD DE APARATO URINARIO             ,0.7094734907150269,,
3769,ectasia congenita renal izquierdo,U14,U85,MEGAURETER CONGENITO                                        ,0.6795438528060913,U85,MALFORMACION CONGENITA RENAL                                ,0.664015531539917,,
3771,colico renal izquierdo,U14,U14,COLICO RENAL                                                ,0.8480052947998047,U14,COLICO NEFRITICO                                            ,0.6616413593292236,,
3772,colico renal izquierdo sd union pieloureteral,U14,U14,COLICO RENAL                                                ,0.6996089816093445,U14,COLICO RENOURETRAL                                          ,0.5950549840927124,,
3773,colico renal izquierdo litotricia,U14,U14,COLICO RENAL                                                ,0.7339578866958618,U95,LITIASIS URETERAL                                           ,0.6151272654533386,,
3775,quiste renal congenito izquierdo,U85,U85,QUISTE RENAL CONGENITO                                      ,0.8836559653282166,U85,POLIQUISTOSIS RENAL CONGENITA                               ,0.6226822137832642,,
3776,pielonefritis aguda,U70,U70,PIELONEFRITIS AGUDA                                         ,1.0000001192092896,U70,pielonefritis aguda,1.0000001192092896,,
3777,pielonefritis aguda derecha,U70,U70,pielonefritis aguda,0.9384175539016724,U70,PIELONEFRITIS AGUDA                                         ,0.938417375087738,,
3778,faringolaringitis catarral,R77,R74,FARINGITIS AGUDA                                            ,0.6841140985488892,R83,FARINGITIS CRONICA                                          ,0.6607924699783325,,
3779,infeccion tracto urinario,U71,U71,infeccion tracto urinario,1.0000001192092896,U71,INFECCION TRACTO URINARIO INFERIOR                          ,0.975389003753662,,
3780,infeccion tracto urinario,U71,U71,infeccion tracto urinario,1.0000001192092896,U71,INFECCION TRACTO URINARIO INFERIOR                          ,0.975389003753662,,
3781,bronquitis aguda,U71,R78,BRONQUITIS AGUDA                                            ,1.0,R78,bronquitis aguda,0.9999999403953552,,
3782,infeccion tracto urinario,U71,U71,infeccion tracto urinario,1.0000001192092896,U71,INFECCION TRACTO URINARIO INFERIOR                          ,0.975389003753662,,
3783,bacteriuria asintomatica,U71,U71,BACTERIURIA ASINTOMATICA                                    ,1.0,U71,itu bacteriuria asintomatica,0.9192104935646056,,
3784,infeccion urinaria recidivante,U71,U71,INFECCION URINARIA RECIDIVANTE                              ,0.9999998807907104,U71,INFECCION URINARIA                                          ,0.6916444897651672,,
3788,cistitis cronica,U71,U71,CISTITIS CRONICA                                            ,1.0000001192092896,U71,CISTITIS AGUDA COMPLICADA                                   ,0.8134121894836426,,
3794,amigdalitis aguda,U72,R76,AMIGDALITIS AGUDA                                           ,0.9999999403953552,R76,amigdalitis aguda,0.9999999403953552,,
3795,uretritis clamydia,U72,U72,URETRITIS MASCULINA POR CLAMIDIAS                           ,0.730282187461853,U72,uretritis, no venerea,0.6987248063087463,
3797,neoplasia vejiga urinaria,U76,U76,NEOPLASIA DE VEJIGA URINARIA                                ,0.9506846070289612,U78,NEOPLASIA BENIGNA DE VEJIGA URINARIA                        ,0.8326377272605896,,
3798,neoplasia vesical,U76,U76,NEOPLASIA VESICAL                                           ,1.0,U78,NEOPLASIA BENIGNA VESICAL                                   ,0.7809606194496155,,
3799,gonartrosis leve condrocalcinosis,L15,L99,CONDROCALCINOSIS                                            ,0.6942282319068909,L90,GONARTROSIS                                                 ,0.68636155128479,,
3801,papilomas cutaneos region genital,X86,Y79,neoplasia benigna genital masculina,0.7106314301490784,Y76,condiloma acuminado,0.693435549736023,,
3802,neoplasia vejiga urinaria iq rtu 3 ocasiones,U76,U76,NEOPLASIA DE VEJIGA URINARIA                                ,0.7867158055305481,U76,CANCER DE VEJIGA URINARIA                                   ,0.7504705190658569,,
3803,herida quirugica,S18,S18,heridas incisas,0.743776798248291,S18,HERIDA INCISA                                               ,0.6699520945549011,,
3806,lumbalgia aguda estenosis canal lumbar,L03,L03,LUMBALGIA AGUDA                                             ,0.8165988922119141,L03,LUMBALGIA                                                   ,0.693897545337677,,
3807,duplicidad renal ambos as,U85,U85,duplicidad renal,0.802855908870697,U85,DUPLICIDAD RENAL                                            ,0.8028558492660522,,
3809,distimia,P76,P76,DISTIMIA                                                    ,0.9999999403953552,N06,DISTONIA                                                    ,0.5871167182922363,,
3810,distimia,P76,P76,DISTIMIA                                                    ,0.9999999403953552,N06,DISTONIA                                                    ,0.5871167182922363,,
3811,nefritis,D16,U88,nefritis,1.0,U88,NEFRITIS                                                    ,0.9999998807907104,,
3813,gonartrosis condrocalcinosis ri,L90,L99,CONDROCALCINOSIS                                            ,0.7291821837425232,L90,GONARTROSIS                                                 ,0.6821438074111938,,
3814,candidiasis oral,B72,S75,candidiasis oral,0.9999999403953552,S75,CANDIDIASIS ORAL                                            ,0.9999998807907104,,
3815,catarata ambos as,A78,F92,CATARATA                                                    ,0.6078351736068726,F92,catarata,0.6078351140022278,,
3817,litiasis renal,U95,U95,LITIASIS RENAL                                              ,1.0,U95,LITIASIS URETRAL                                            ,0.8935146927833557,,
3818,exantema eritema gral urticariforme,S02,S07,EXANTEMA GENERALIZADO                                       ,0.6682357788085938,S06,EXANTEMA LOCALIZADO                                         ,0.6616730093955994,,
3819,microalbuminuria,U98,U98,MICROALBUMINURIA                                            ,1.0,U98,ALBUMINURIA                                                 ,0.8714200854301453,,
3822,podagra,T92,T92,PODAGRA                                                     ,0.9999999403953552,W76,anomalia congenita que podria complicar el parto,0.5252543091773987,,
3823,leucopenia,B84,B84,LEUCOPENIA                                                  ,1.0,B84,NEUTROPENIA                                                 ,0.6970914006233215,,
3825,insuficiencia renal,U99,U99,insuficiencia renal,1.0,U99,INSUFICIENCIA RENAL AGUDA                                   ,0.7952547669410706,,
3827,vejiga hiperactiva,U99,U99,VEJIGA HIPERACTIVA                                          ,0.9999998807907104,U99,vejiga hiperactiva,0.9999998807907104,,
3828,insuficiencia renal aguda,U99,U99,INSUFICIENCIA RENAL AGUDA                                   ,1.0000001192092896,U99,INSUFICIENCIA RENAL CRONICA                                 ,0.8410114049911499,,
3829,reflujo ureteral,U99,U99,REFLUJO URETERAL                                            ,0.9999999403953552,U99,reflujo ureteral adquirido,0.8697152137756348,,
3833,litiasis renal bilateral,U95,U95,LITIASIS RENAL                                              ,0.8660617470741272,U95,CALCULO RENAL                                               ,0.82350754737854,,
3836,vejiga neurogena posible,N99,U99,VEJIGA NEUROGENA                                            ,0.8158646821975708,U99,vejiga neurogena,0.815864622592926,,
3842,insuficiencia renal cronica g3b a3,U99,U99,INSUFICIENCIA RENAL CRONICA                                 ,0.7842534184455872,U99,ENFERMEDAD RENAL CRONICA                                    ,0.5956853032112122,,
3843,colico renal derecho microlitiasis renal bilateral,U14,U14,COLICO RENAL                                                ,0.7006374597549438,U14,COLICO NEFRITICO                                            ,0.4802747070789337,,
3844,infeccion renal,U70,U70,INFECCION RENAL                                             ,0.9999998807907104,U71,infeccion tracto urinario,0.8013572692871094,,
3847,enfermedad renal cronica leve,U99,U99,ENFERMEDAD RENAL CRONICA                                    ,0.916469395160675,U99,INSUFICIENCIA RENAL CRONICA                                 ,0.5931358337402344,,
3850,insuficiencia renal cronica fg 44 30 17 3 21,U99,U99,INSUFICIENCIA RENAL CRONICA                                 ,0.7181720733642578,U99,ENFERMEDAD RENAL CRONICA                                    ,0.6134130954742432,,
3852,fiebre urocultivo negativo,A03,D70,FIEBRE PARATIFICA                                           ,0.7171444296836853,A77,FIEBRE BOTONOSA MEDITERRANEA                                ,0.7155739068984985,,
3854,insuficiencia renal cronica fg 55 monorreno,U99,U99,INSUFICIENCIA RENAL CRONICA                                 ,0.8362860083580017,U99,INSUFICIENCIA RENAL AGUDA                                   ,0.6999543905258179,,
3855,deseo embarazo,W14,W14,DESEO DE EMBARAZO                                           ,0.9038853645324708,W79,embarazo no deseado,0.8128513693809509,,
3856,alteraciones menstruales,X06,X10,RETRASO VOLUNTARIO DE LA MENSTRUACION                       ,0.7788441777229309,X06,menstruacion ,0.764683723449707,,
3857,duda si existe embarazo,W01,W01,DUDA SI EXISTE EMBARAZO                                     ,0.9999999403953552,W71,ITU EN EL EMBARAZO                                          ,0.6343387365341187,,
3858,preguntas posible embarazo,W01,W01,PREGUNTAS SOBRE POSIBLE EMBARAZO                            ,0.9116045832633972,W01,pregunta relacionada con embarazo ,0.7706390619277954,,
