indice|level|info|code
98|Differ GT|Recomienda LLM2  conjuntivitis simil 85 AP: F73|9826008
98|Differ GT|Recomienda LLM2  conjuntivitis simil 85 AP: F20|9826008
99|AP|conjuntivitis no especificada izquierdo|F02
99||Codigo ciap mas apropiado | F73
99|Differ GT|Recomienda LLM queratitis superficial con conjuntivitis simil 78 AP: F73|88151007
99|fallo|No tenemos ciap|15680001000119101 
100|AP|tto con sintrom|B83
100|fallo|No tenemos ciap|106067008 
101|AP|hemorragia digestiva alta con antiagregantes|D14
101|correcto|correcto AP D14 llm 430349003 |
102|AP|dudas con alimentacion ni|F80
102||Codigo ciap mas apropiado | T03
102||Codigo ciap mas apropiado | T02
102|Differ GT|Recomienda LLM apetito alimentario aumentado simil 70 AP: T03|72405004
102|Differ GT|Recomienda LLM apetito alimentario aumentado simil 70 AP: T02|72405004
102|fallo|No tenemos ciap|371105007 
103|AP|marcapasos flutter con pausas nocturnas difivcil mane|L04
103|fallo|No tenemos ciap|195083004 
104|AP|otitis media cronica con perforacion izquierdo|H74
104|correcto|correcto AP H74 llm 34790005 |
105|AP|angina inestable sind coronario agudo sin elevaci n st|K74
105||Codigo ciap mas apropiado | N28
105|Differ GT|Recomienda LLM angina inestable concomitante con arterioesclerosis de injerto puente de arteria coronaria y debida a ella simil 81 AP: N28|15960661000119107
105|correcto|correcto AP K74 llm 15960061000119102 |
106|AP|bioprotesis aortica con estenosis severa|A89
106|fallo|No tenemos ciap|18546004 
107|AP|hta con enfermedad cardiaca|K87
107||Codigo ciap mas apropiado | K84
107||Codigo ciap mas apropiado | K70
107|Differ GT|Recomienda LLM enfermedad cardíaca simil 55 AP: K84|56265001
107|Differ GT|Recomienda LLM enfermedad cardíaca simil 55 AP: K70|56265001
107||Codigo ciap mas apropiado | L88
107|Differ GT|Recomienda LLM2  enfermedad cardíaca simil 55 AP: L88|23685000
108|AP|tension arterial elevada sin hta|K85
108||Codigo ciap mas apropiado | K86
108||Codigo ciap mas apropiado | K8A7
108|Differ GT|Recomienda LLM tensión arterial elevada simil 85 AP: K86|38341003
108|Differ GT|Recomienda LLM tensión arterial elevada simil 85 AP: K8A7|38341003
108||Codigo ciap mas apropiado | K86
108||Codigo ciap mas apropiado | K8A7
108|Differ GT|Recomienda LLM2  tensión arterial elevada simil 75 AP: K86|38341003
108|Differ GT|Recomienda LLM2  tensión arterial elevada simil 75 AP: K8A7|38341003
109|AP|hipertension arterial no complicada|K86
109|correcto|correcto AP K86 llm 38341003 |
110|AP|hta no complicada|K86
110||Codigo ciap mas apropiado | R96
110|Differ GT|Recomienda LLM asma no complicada simil 51 AP: R96|707444001
110|fallo|No tenemos ciap|350601000119109 
111|AP|infarto cerebral lacunar con recuperacion completa|K90
111||Codigo ciap mas apropiado | A82
111|Differ GT|Recomienda LLM secuelas de infarto cerebral simil 78 AP: A82|195243003
111|correcto|correcto AP K90 llm 230698000 |
112|AP|tos con expectoracion 3 meses|R74
112|fallo|No tenemos ciap|79992004 
113|AP|lumboartrosis con canal medular estrechado rm|L84
113|correcto|correcto AP L84 llm 239880009 |
114|AP|lumbalgia con dolor irradiado pinzaimiento l5 s1 con protusi|L86
114|fallo|No tenemos ciap|301417007 
115|AP|lumbalgia con dolor irradiado espondilosis l2 3 l4 5|L86
115||Codigo ciap mas apropiado | L84
115|Differ GT|Recomienda LLM espondilosis lumbosacra con radiculopatía simil 65 AP: L84|202693003
115|fallo|No tenemos ciap|46960006 
116|AP|mialgia no especificada|L18
116|correcto|correcto AP L18 llm 68962001 |
117|AP|artritis no especificada|L20
117|correcto|correcto AP L20 llm 3723001 |
118|AP|lumbalgia con dolor irradiado|L86
118|fallo|No tenemos ciap|301417007 
119|AP|problema con sistema sanitario acceso madre|A06
119|fallo|No tenemos ciap|57701003 
120|AP|encefalopat aguda sin filiar|K90
120|fallo|No tenemos ciap|12922005 
121|AP|migra sin aura|N89
121|correcto|correcto AP N89 llm 56097005 |
122|AP|duelo no patologico|P02
122|fallo|No tenemos ciap|427589004 
123|AP|dudas con aliml adulto 79 8|T05
123||Codigo ciap mas apropiado | P02
123|Differ GT|Recomienda LLM trastorno metabólico agudo simil 50 AP: P02|127339009
123|fallo|No tenemos ciap|68085002 
124|AP|consulta sin enfermedad|P73
124|fallo|No tenemos ciap|1290509001 
125|AP|hta con afectacion organica|K87
125|fallo|No tenemos ciap|416180004 
126|AP|problema relacionado con alcohol|P15
126|correcto|correcto AP P15 llm 191812006 |
127|AP|trastorno relacionado con drogas|P15
127||Codigo ciap mas apropiado | A84
127|Differ GT|Recomienda LLM trastorno relacionado con drogas simil 99 AP: A84|87858002
127||Codigo ciap mas apropiado | P29
127||Codigo ciap mas apropiado | L18
127||Codigo ciap mas apropiado | S20
127||Codigo ciap mas apropiado | A90
127||Codigo ciap mas apropiado | X99
127||Codigo ciap mas apropiado | A78
127||Codigo ciap mas apropiado | L19
127||Codigo ciap mas apropiado | S16
127||Codigo ciap mas apropiado | A86
127||Codigo ciap mas apropiado | L81
127||Codigo ciap mas apropiado | A80
127||Codigo ciap mas apropiado | T82
127||Codigo ciap mas apropiado | D91
127||Codigo ciap mas apropiado | P06
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: P29|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: L18|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: S20|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: A90|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: X99|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: A78|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: L19|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: S16|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: A86|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: L81|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: A80|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: T82|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: D91|429054002
127|Differ GT|Recomienda LLM2  trastorno relacionado con drogas simil 77 AP: P06|429054002
128|AP|adolescencia con problemas educacion|Z07
128|fallo|No tenemos ciap|4506002 
129|AP|depresion mayor con sintomas psicoticos|P76
129|fallo|No tenemos ciap|75084000 
130|AP|deterioro cognitivo frontal con desinhibici n conductual|P70
130||Codigo ciap mas apropiado | A88
130|Differ GT|Recomienda LLM disfunción cognitiva posquirúrgica simil 68 AP: A88|404906000
130|fallo|No tenemos ciap|106022001 
131|AP|taquiarritmia con qrs estrecho|K79
131|correcto|correcto AP K79 llm 66657009 |
132|AP|amigdalitis aguda no estreptococica|R76
132|correcto|correcto AP R76 llm 17741008 |
133|AP|catarro complicado con bronquitis|R74
133||Codigo ciap mas apropiado | R91
133|Differ GT|Recomienda LLM bronquitis crónica simil 82 AP: R91|63480004
133||Codigo ciap mas apropiado | R78
133|Igual GT|Recomienda LLM2 bronquitis crónica simil 80 AP: R78|32398004
134|AP|bronquitis con espasticidad|R78
134||Codigo ciap mas apropiado | R91
134|Differ GT|Recomienda LLM bronquitis crónica simil 79 AP: R91|63480004
134|correcto|correcto AP R78 llm 32398004 |
135|AP|epoc agudizador con bronquitis cronica|R95
135||Codigo ciap mas apropiado | R91
135|Differ GT|Recomienda LLM bronquitis crónica simil 72 AP: R91|63480004
135||Codigo ciap mas apropiado | R78
135|Differ GT|Recomienda LLM2  bronquitis crónica simil 68 AP: R78|16146001
136|AP|disnea tras ejercicio alteracion respiratoria sin especificar|R02
136|fallo|No tenemos ciap|704296008 
137|AP|manchas cafe con leche|S08
137|correcto|correcto AP S08 llm 201281002 |
138|AP|mononeuritis miembro inferior sin especificar|N94
138|fallo|No tenemos ciap|12236641000119103 
139|AP|ombligo no cicatrizado|S29
139||Codigo ciap mas apropiado | D91
139|Differ GT|Recomienda LLM ombligo simil 65 AP: D91|78220002
139||Codigo ciap mas apropiado | D91
139|Differ GT|Recomienda LLM2  ombligo simil 62 AP: D91|397320006
140|AP|infeccion piel no especificada|S76
140|correcto|correcto AP S76 llm 238417000 |
141|AP|eccema no especificado|S88
141||Codigo ciap mas apropiado | S87
141||Codigo ciap mas apropiado | S92
141|Differ GT|Recomienda LLM eccema no alérgico simil 90 AP: S87|5391000119108
141|Differ GT|Recomienda LLM eccema no alérgico simil 90 AP: S92|5391000119108
141||Codigo ciap mas apropiado | S87
141||Codigo ciap mas apropiado | S92
141|Differ GT|Recomienda LLM2  eccema no alérgico simil 86 AP: S87|43116000
141|Differ GT|Recomienda LLM2  eccema no alérgico simil 86 AP: S92|43116000
142|AP|tos contacto con tosferina|R05
142|fallo|No tenemos ciap|85464000 
143|AP|febricula amgidalitis con placas|A03
143||Codigo ciap mas apropiado | R72
143||Codigo ciap mas apropiado | R74
143||Codigo ciap mas apropiado | A78
143||Codigo ciap mas apropiado | Y70
143||Codigo ciap mas apropiado | X70
143||Codigo ciap mas apropiado | A78
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: R72|186963008
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: R74|186963008
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: A78|186963008
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: Y70|186963008
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: X70|186963008
143|Differ GT|Recomienda LLM faringitis - angina de Vincent simil 58 AP: A78|186963008
143||Codigo ciap mas apropiado | A77
143|Differ GT|Recomienda LLM2  faringitis - angina de Vincent simil 57 AP: A77|312131008
144|AP|ni con apetito|P11
144||Codigo ciap mas apropiado | S07
144||Codigo ciap mas apropiado | S06
144|Differ GT|Recomienda LLM liquen nítido simil 59 AP: S07|41890004
144|Differ GT|Recomienda LLM liquen nítido simil 59 AP: S06|41890004
144|fallo|No tenemos ciap|724699001 
145|AP|dudas con alimentacion ni|T04
145||Codigo ciap mas apropiado | T03
145||Codigo ciap mas apropiado | T02
145|Differ GT|Recomienda LLM apetito alimentario aumentado simil 70 AP: T03|72405004
145|Differ GT|Recomienda LLM apetito alimentario aumentado simil 70 AP: T02|72405004
145|fallo|No tenemos ciap|371105007 
146|AP|hierro bajo sin anemia|T91
146||Codigo ciap mas apropiado | B80
146|Differ GT|Recomienda LLM anemia por deficiencia de hierro simil 84 AP: B80|87522002
146||Codigo ciap mas apropiado | B80
146|Differ GT|Recomienda LLM2  anemia por deficiencia de hierro simil 76 AP: B80|48580008
147|AP|deficit vitamina d sin suplemetar|T91
147|correcto|correcto AP T91 llm 34713006 |
148|AP|orina con mal olor|U07
148||Codigo ciap mas apropiado | U98
148|Differ GT|Recomienda LLM olor de la orina simil 74 AP: U98|10579003
148||Codigo ciap mas apropiado | U98
148|Differ GT|Recomienda LLM2  olor de la orina simil 68 AP: U98|10579003
149|AP|amigdalitis aguda no estreptococica|U72
149||Codigo ciap mas apropiado | R76
149|Differ GT|Recomienda LLM amigdalitis aguda simil 85 AP: R76|17741008
149||Codigo ciap mas apropiado | R72
149|Igual GT|Recomienda LLM2 amigdalitis aguda simil 84 AP: R72|41582007
150|AP|compatible con posible proceso virico irva|R74
150||Codigo ciap mas apropiado | N99
150||Codigo ciap mas apropiado | L86
150|Differ GT|Recomienda LLM polirradiculopatía desmielinizante inflamatoria crónica simil 49 AP: N99|128209004
150|Differ GT|Recomienda LLM polirradiculopatía desmielinizante inflamatoria crónica simil 49 AP: L86|128209004
150|fallo|No tenemos ciap|115424005 
151|AP|amenorrea con sospecha embarazo|X05
151|fallo|No tenemos ciap|14302001 
152|AP|tos con salbutamol|R05
152|fallo|No tenemos ciap|292491009 
153|AP|problema social sin especificar|Z04
153|fallo|No tenemos ciap|56098000 
154|AP|problema con seguridad social consulta inss|Z08
154|fallo|No tenemos ciap|56098000 
155|AP|problema con sistema sanitario acceso|Z08
155|fallo|No tenemos ciap|217730009 
156|AP|problema con sistema sanitario acceso madre|Z08
156|fallo|No tenemos ciap|57701003 
157|AP|problema relacion con familiares|Z20
157|fallo|No tenemos ciap|248539004 
158|AP|timidez con adultos|P22
158|fallo|No tenemos ciap|118507000 
159|AP|consulta med 18|A97
159|fallo|No tenemos ciap|11429006 
160|AP|deficit vitamina d|B82
160||Codigo ciap mas apropiado | T91
160|Igual GT|Recomienda LLM deficiencia de vitamina D simil 94 AP: T91|34713006
160||Codigo ciap mas apropiado | T91
160|Igual GT|Recomienda LLM2 deficiencia de vitamina D simil 85 AP: T91|34713006
161|AP|isquemia cerebrovascular|K90
161||Codigo ciap mas apropiado | K89
161|Igual GT|Recomienda LLM isquemia cerebral transitoria simil 82 AP: K89|266257000
161|correcto|correcto AP K90 llm 16218291000119100 |
162|AP|meniscopatia izquierdo hmservet urgencias|L15
162|fallo|No tenemos ciap|81298002 
163|AP|farmacia solidaria|Z04
163||Codigo ciap mas apropiado | D93
163|Differ GT|Recomienda LLM constipación farmacógena simil 66 AP: D93|21782001
163||Codigo ciap mas apropiado | S80
163||Codigo ciap mas apropiado | S80
163||Codigo ciap mas apropiado | S99
163||Codigo ciap mas apropiado | S20
163||Codigo ciap mas apropiado | S75
163|Differ GT|Recomienda LLM2  constipación farmacógena simil 58 AP: S80|69047008
163|Differ GT|Recomienda LLM2  constipación farmacógena simil 58 AP: S80|69047008
163|Differ GT|Recomienda LLM2  constipación farmacógena simil 58 AP: S99|69047008
163|Differ GT|Recomienda LLM2  constipación farmacógena simil 58 AP: S20|69047008
163|Differ GT|Recomienda LLM2  constipación farmacógena simil 58 AP: S75|69047008
164|AP|vacaciones|Z04
164|fallo|No tenemos ciap|27240009 
165|AP|irritabilidad rechazo|A16
165||Codigo ciap mas apropiado | D04
165|Differ GT|Recomienda LLM irritación de recto simil 86 AP: D04|897307002
165||Codigo ciap mas apropiado | D04
165|Differ GT|Recomienda LLM2  irritación de recto simil 68 AP: D04|897307002
166|AP|protesis mitral st jude n 27|K83
166|fallo|No tenemos ciap|449846007 
167|AP|eco urologica 4 4 2018|A97
167||Codigo ciap mas apropiado | N03
167||Codigo ciap mas apropiado | X17
167||Codigo ciap mas apropiado | A04
167||Codigo ciap mas apropiado | A10
167||Codigo ciap mas apropiado | U98
167||Codigo ciap mas apropiado | N29
167||Codigo ciap mas apropiado | K07
167||Codigo ciap mas apropiado | F01
167||Codigo ciap mas apropiado | D13
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: N03|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: X17|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: A04|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: A10|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: U98|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: N29|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: K07|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: F01|138875005
167|Differ GT|Recomienda LLM Copyright 2002 College of American Pathologists simil 49 AP: D13|138875005
167|fallo|No tenemos ciap|732051008 
168|AP|embarazo confirmado fur 17|W78
168|correcto|correcto AP W78 llm 77386006 |
169|AP|embarazo conf deseado fur ;fpp|W78
169|fallo|No tenemos ciap|59229005 
170|AP|vaginitis candidiasica|L83
170||Codigo ciap mas apropiado | X84
170||Codigo ciap mas apropiado | X90
170||Codigo ciap mas apropiado | X73
170|Differ GT|Recomienda LLM vaginitis infecciosa simil 81 AP: X84|237091009
170|Differ GT|Recomienda LLM vaginitis infecciosa simil 81 AP: X90|237091009
170|Differ GT|Recomienda LLM vaginitis infecciosa simil 81 AP: X73|237091009
170||Codigo ciap mas apropiado | X72
170|Igual GT|Recomienda LLM2 vaginitis infecciosa simil 74 AP: X72|240706001
171|AP|cervicalgia cotusion pierna|L01
171|fallo|No tenemos ciap|20036005 
172|AP|lumbociatica herpes genital|L86
172||Codigo ciap mas apropiado | X90
172|Differ GT|Recomienda LLM herpes genital simil 80 AP: X90|33839006
172||Codigo ciap mas apropiado | X90
172|Differ GT|Recomienda LLM2  herpes genital simil 74 AP: X90|33839006
173|AP|alteracion vulva labioplastia|X16
173||Codigo ciap mas apropiado | X84
173|Differ GT|Recomienda LLM distrofia vulvar simil 72 AP: X84|51689003
173|correcto|correcto AP X16 llm 302928000 |
174|AP|neoplasia endometrio adenocarc histerectomia salpingo|X77
174|correcto|correcto AP X77 llm 188192002 |
175|AP|varices eeii safenectomia|K95
175|correcto|correcto AP K95 llm 248742008 |
176|AP|miositis virica veb positivo|N06
176||Codigo ciap mas apropiado | D83
176|Differ GT|Recomienda LLM miositis de lengua simil 70 AP: D83|93155003
176||Codigo ciap mas apropiado | R74
176||Codigo ciap mas apropiado | Y16
176||Codigo ciap mas apropiado | K80
176||Codigo ciap mas apropiado | L99
176||Codigo ciap mas apropiado | L18
176||Codigo ciap mas apropiado | K03
176||Codigo ciap mas apropiado | L04
176||Codigo ciap mas apropiado | L05
176||Codigo ciap mas apropiado | A77
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: R74|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: Y16|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: K80|83264000
176|Igual GT|Recomienda LLM2 miositis de lengua simil 70 AP: L99|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: L18|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: K03|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: L04|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: L05|83264000
176|Differ GT|Recomienda LLM2  miositis de lengua simil 70 AP: A77|83264000
177|AP|informes residencia acxude sobrino|A88
177|fallo|No tenemos ciap|308538009 
178|AP|dolor hipog strico|D02
178|correcto|correcto AP D02 llm 271853005 |
179|AP|dolor generalizado|A01
179||Codigo ciap mas apropiado | N03
179|Differ GT|Recomienda LLM dolor en la cara simil 72 AP: N03|95668009
179||Codigo ciap mas apropiado | N03
179|Differ GT|Recomienda LLM2  dolor en la cara simil 70 AP: N03|95668009
